InvoiceNo;ProductName;ProductCode;CustomerID;Quantity;UnitPrice;Revenue;PaymentMethod;Country;InvoiceDate
INV100596;"Noise Cancelling Headphones";P1009;10120;6;250.64;1503.84;"Debit Card";Canada;1/14/2023
INV100597;"USB Keyboard";P1002;10074;2;228.81;457.62;"Debit Card";USA;1/20/2023
INV100598;"Bluetooth Speaker";P1004;10311;3;253.38;760.14;"Debit Card";Germany;3/11/2023
INV100599;"Laptop Stand";P1003;10110;3;298.92;896.76;"Credit Card";France;5/12/2023
INV100600;"USB Keyboard";P1002;10226;4;218.01;872.04;PayPal;UK;6/19/2024
INV100601;"USB-C Hub";P1008;10201;5;200.60;1003.00;PayPal;Canada;2/9/2024
INV100602;"Gaming Mousepad";P1007;10056;6;54.23;325.38;"Credit Card";Canada;7/7/2023
INV100603;"USB Keyboard";P1002;10003;4;123.69;494.76;UPI;Canada;8/5/2024
INV100604;"Gaming Mousepad";P1007;10185;3;24.13;72.39;"Credit Card";Germany;12/2/2023
INV100605;"Laptop Stand";P1003;10161;7;212.37;1486.59;"Net Banking";Australia;6/19/2024
INV100606;"Wireless Mouse";P1001;10059;2;182.63;365.26;"Net Banking";India;7/7/2023
INV100607;"Webcam HD";P1005;10405;3;151.99;455.97;UPI;UK;7/30/2023
INV100608;"Webcam HD";P1005;10313;8;103.60;828.80;"Debit Card";France;6/25/2024
INV100609;"Laptop Stand";P1003;10431;6;66.90;401.40;UPI;UK;1/19/2023
INV100610;"Gaming Mousepad";P1007;10182;4;41.10;164.40;"Net Banking";France;4/23/2023
INV100611;"USB-C Hub";P1008;10112;1;31.14;31.14;"Debit Card";Canada;9/19/2024
INV100612;"USB Keyboard";P1002;10400;9;280.27;2522.43;PayPal;France;6/10/2023
INV100613;"LED Desk Lamp";P1010;10474;6;192.67;1156.02;"Credit Card";France;2/16/2023
INV100614;"Bluetooth Speaker";P1004;10074;6;297.38;1784.28;UPI;USA;5/4/2023
INV100615;"External Hard Drive";P1006;10324;7;173.70;1215.90;"Credit Card";India;2/4/2024
INV100616;"Bluetooth Speaker";P1004;10049;9;171.84;1546.56;"Net Banking";France;5/18/2023
INV100617;"LED Desk Lamp";P1010;10349;3;12.73;38.19;"Credit Card";UK;9/16/2024
INV100618;"Webcam HD";P1005;10244;6;85.56;513.36;"Debit Card";France;7/16/2024
INV100619;"Bluetooth Speaker";P1004;10409;3;81.49;244.47;PayPal;Germany;10/29/2023
INV100620;"Wireless Mouse";P1001;10404;3;116.19;348.57;"Debit Card";Germany;2/18/2023
INV100622;"Webcam HD";P1005;10279;7;271.65;1901.55;"Debit Card";UK;10/2/2024
INV100623;"USB-C Hub";P1008;10173;9;7.07;63.63;"Credit Card";Canada;7/1/2023
INV100624;"Wireless Mouse";P1001;10472;9;226.66;2039.94;PayPal;UK;10/25/2024
INV100625;"LED Desk Lamp";P1010;10363;4;8.95;35.80;UPI;India;2/12/2024
INV100626;"Webcam HD";P1005;10438;6;82.20;493.20;UPI;Australia;6/12/2023
INV100627;"Bluetooth Speaker";P1004;10181;8;292.58;2340.64;PayPal;France;2/4/2024
INV100628;"Gaming Mousepad";P1007;10328;9;234.13;2107.17;"Net Banking";Australia;7/9/2024
INV100629;"Webcam HD";P1005;10337;4;14.92;59.68;PayPal;India;8/18/2024
INV100630;"LED Desk Lamp";P1010;10416;9;107.05;963.45;PayPal;Australia;11/20/2024
INV100631;"USB-C Hub";P1008;10465;7;30.50;213.50;"Debit Card";France;2/3/2024
INV100632;"Noise Cancelling Headphones";P1009;10142;8;166.75;1334.00;PayPal;UK;4/16/2024
INV100633;"Laptop Stand";P1003;10491;7;121.07;847.49;UPI;USA;10/27/2024
INV100634;"Bluetooth Speaker";P1004;10164;8;81.75;654.00;UPI;UK;11/9/2023
INV100635;"Webcam HD";P1005;10086;5;80.68;403.40;PayPal;India;5/11/2023
INV100636;"LED Desk Lamp";P1010;10344;5;171.77;858.85;"Credit Card";Canada;1/6/2024
INV100637;"Gaming Mousepad";P1007;10424;5;184.52;922.60;"Debit Card";USA;3/20/2024
INV100638;"Bluetooth Speaker";P1004;10326;1;49.62;49.62;"Debit Card";Germany;5/4/2024
INV100639;"External Hard Drive";P1006;10151;6;170.56;1023.36;"Debit Card";UK;8/15/2024
INV100641;"LED Desk Lamp";P1010;10453;6;166.91;1001.46;"Debit Card";India;9/1/2024
INV100642;"LED Desk Lamp";P1010;10001;6;254.84;1529.04;"Net Banking";Germany;5/31/2024
INV100643;"Wireless Mouse";P1001;10329;6;255.74;1534.44;UPI;India;3/7/2023
INV100644;"Noise Cancelling Headphones";P1009;10124;2;259.29;518.58;"Debit Card";USA;3/10/2024
INV100645;"External Hard Drive";P1006;10494;7;165.90;1161.30;"Debit Card";UK;12/10/2023
INV100646;"USB Keyboard";P1002;10137;8;38.02;304.16;PayPal;Australia;7/24/2024
INV100647;"LED Desk Lamp";P1010;10447;3;20.33;60.99;UPI;USA;7/14/2024
INV100648;"USB-C Hub";P1008;10382;7;262.28;1835.96;"Net Banking";France;6/3/2023
INV100649;"Wireless Mouse";P1001;10142;4;228.24;912.96;"Credit Card";Australia;8/2/2023
INV100650;"LED Desk Lamp";P1010;10213;8;42.24;337.92;"Credit Card";France;3/20/2023
INV100651;"Gaming Mousepad";P1007;10488;4;261.82;1047.28;PayPal;India;1/16/2024
INV100653;"Gaming Mousepad";P1007;10386;2;24.24;48.48;"Debit Card";Australia;9/11/2023
INV100654;"Bluetooth Speaker";P1004;10499;8;88.32;706.56;"Credit Card";Australia;7/7/2024
INV100655;"Noise Cancelling Headphones";P1009;10278;3;36.11;108.33;"Credit Card";France;3/11/2024
INV100656;"Noise Cancelling Headphones";P1009;10402;9;122.23;1100.07;"Net Banking";India;3/2/2024
INV100657;"Bluetooth Speaker";P1004;10267;5;289.52;1447.60;UPI;USA;5/18/2024
INV100658;"Gaming Mousepad";P1007;10296;8;89.71;717.68;"Net Banking";USA;4/20/2024
INV100659;"External Hard Drive";P1006;10054;4;86.55;346.20;PayPal;India;3/13/2023
INV100660;"USB-C Hub";P1008;10103;9;121.81;1096.29;"Credit Card";Australia;8/26/2023
INV100661;"Webcam HD";P1005;10453;2;51.60;103.20;"Net Banking";UK;4/12/2024
INV100662;"Wireless Mouse";P1001;10364;2;98.44;196.88;UPI;UK;1/22/2024
INV100663;"External Hard Drive";P1006;10485;3;269.67;809.01;"Credit Card";India;2/9/2023
INV100664;"Laptop Stand";P1003;10100;1;181.44;181.44;PayPal;Germany;6/3/2024
INV100665;"Webcam HD";P1005;10245;5;134.90;674.50;"Credit Card";USA;1/1/2024
INV100666;"Gaming Mousepad";P1007;10394;3;265.31;795.93;"Net Banking";Australia;6/7/2024
INV100667;"Gaming Mousepad";P1007;10108;7;290.30;2032.10;"Credit Card";Australia;7/28/2024
INV100668;"Laptop Stand";P1003;10268;7;41.12;287.84;"Net Banking";Canada;10/31/2024
INV100669;Unknown;P1003;10222;2;53.96;107.92;"Debit Card";France;4/12/2023
INV100670;"USB-C Hub";P1008;10130;7;43.30;303.10;"Credit Card";India;6/20/2024
INV100671;"Webcam HD";P1005;10381;1;13.66;13.66;PayPal;Canada;10/27/2024
INV100672;"LED Desk Lamp";P1010;10476;5;292.17;1460.85;PayPal;Canada;4/20/2024
INV100673;"LED Desk Lamp";P1010;10133;9;246.62;2219.58;"Net Banking";UK;3/9/2024
INV100674;"Laptop Stand";P1003;10394;3;229.08;687.24;Unknown;India;1/12/2024
INV100675;"Laptop Stand";P1003;10212;2;247.38;494.76;"Credit Card";USA;4/1/2024
INV100676;"USB-C Hub";P1008;10075;8;150.79;1206.32;"Debit Card";Canada;5/11/2023
INV100677;"Noise Cancelling Headphones";P1009;10189;5;38.32;191.60;"Net Banking";Germany;8/6/2023
INV100678;"LED Desk Lamp";P1010;10033;1;75.76;75.76;"Net Banking";India;11/22/2024
INV100679;"Wireless Mouse";P1001;10313;9;223.20;2008.80;"Credit Card";India;12/4/2023
INV100680;"LED Desk Lamp";P1010;10272;9;133.47;1201.23;"Debit Card";Canada;10/23/2024
INV100681;"USB-C Hub";P1008;10211;5;242.83;1214.15;"Net Banking";USA;10/16/2023
INV100682;"External Hard Drive";P1006;10155;2;100.91;201.82;UPI;Australia;9/5/2023
INV100683;"USB-C Hub";P1008;10123;7;54.30;380.10;UPI;UK;10/21/2024
INV100684;"Webcam HD";P1005;10190;1;251.93;251.93;"Net Banking";USA;10/1/2024
INV100685;"Laptop Stand";P1003;10190;3;209.77;629.31;PayPal;UK;5/23/2023
INV100686;"Bluetooth Speaker";P1004;10436;5;14.79;73.95;"Debit Card";Germany;9/20/2024
INV100687;"External Hard Drive";P1006;10400;4;281.80;1127.20;PayPal;France;4/4/2024
INV100688;"USB Keyboard";P1002;10209;7;243.18;1702.26;"Debit Card";Canada;7/26/2023
INV100689;"USB-C Hub";P1008;10442;3;3682.93;11048.79;PayPal;Germany;2/11/2024
INV100690;"USB-C Hub";P1008;10141;2;136.88;273.76;Unknown;Australia;7/3/2024
INV100691;"Laptop Stand";P1003;10146;4;117.58;470.32;PayPal;Canada;6/30/2024
INV100692;"External Hard Drive";P1006;10343;4;10.31;41.24;"Debit Card";Australia;2/28/2024
INV100693;"Webcam HD";P1005;10109;6;87.61;525.66;"Debit Card";France;3/24/2023
INV100694;"Laptop Stand";P1003;10200;3;248.68;746.04;PayPal;UK;10/2/2023
INV100695;"External Hard Drive";P1006;10072;4;294.63;1178.52;"Debit Card";USA;3/4/2023
INV100696;"LED Desk Lamp";P1010;10119;7;162.14;1134.98;"Debit Card";USA;2/2/2024
INV100697;"Noise Cancelling Headphones";P1009;10423;6;40.47;242.82;UPI;France;11/6/2024
INV100698;"Noise Cancelling Headphones";P1009;10160;1;76.36;76.36;PayPal;Unknown;11/16/2023
INV100700;"Gaming Mousepad";P1007;10221;5;92.69;463.45;"Debit Card";France;11/30/2023
INV100701;"Webcam HD";P1005;10475;9;19.20;172.80;UPI;France;3/9/2023
INV100702;"Bluetooth Speaker";P1004;10109;8;263.79;2110.32;PayPal;India;9/28/2024
INV100703;"Noise Cancelling Headphones";P1009;10254;6;268.23;1609.38;PayPal;USA;5/7/2023
INV100704;"Webcam HD";P1005;10368;7;161.74;1132.18;UPI;Germany;3/3/2023
INV100705;"Noise Cancelling Headphones";P1009;10049;3;83.99;251.97;"Net Banking";France;5/8/2024
INV100706;"Bluetooth Speaker";P1004;10303;5;158.83;794.15;PayPal;France;11/21/2023
INV100707;"Noise Cancelling Headphones";P1009;10416;4;69.97;279.88;UPI;USA;11/14/2024
INV100708;"USB-C Hub";P1008;10392;5;32.69;163.45;PayPal;USA;3/20/2024
INV100709;"USB Keyboard";P1002;10215;4;261.22;1044.88;"Debit Card";USA;4/26/2024
INV100711;"Laptop Stand";P1003;10014;6;133.21;799.26;PayPal;Australia;7/12/2024
INV100712;"Webcam HD";P1005;10405;9;105.54;949.86;UPI;France;8/27/2024
INV100713;"Noise Cancelling Headphones";P1009;10275;8;284.69;2277.52;"Debit Card";Canada;7/3/2024
INV100714;"Gaming Mousepad";P1007;10310;9;212.28;1910.52;UPI;USA;5/12/2023
INV100715;"External Hard Drive";P1006;10075;7;43.85;306.95;"Net Banking";Canada;2/10/2024
INV100717;"USB-C Hub";P1008;10256;2;144.50;289.00;"Credit Card";USA;12/27/2023
INV100718;"External Hard Drive";P1006;10213;8;192.06;1536.48;PayPal;UK;9/19/2023
INV100719;"Webcam HD";P1005;10267;9;5.86;52.74;PayPal;Canada;7/26/2024
INV100720;"USB-C Hub";P1008;10466;6;18.47;110.82;PayPal;UK;10/9/2024
INV100721;"USB Keyboard";P1002;10240;1;137.89;137.89;PayPal;Canada;9/12/2024
INV100722;"Wireless Mouse";P1001;10431;3;62.85;188.55;"Net Banking";USA;10/18/2023
INV100723;"USB Keyboard";P1002;10188;4;66.06;264.24;"Net Banking";Australia;10/14/2024
INV100724;"USB Keyboard";P1002;10135;6;256.97;1541.82;"Credit Card";UK;7/9/2023
INV100725;"USB Keyboard";P1002;10294;4;36.87;147.48;PayPal;India;8/24/2024
INV100726;"Bluetooth Speaker";P1004;10105;5;134.37;671.85;"Net Banking";Germany;11/14/2023
INV100727;"External Hard Drive";P1006;10304;6;2588.06;15528.36;PayPal;Australia;7/2/2024
INV100728;"USB Keyboard";P1002;10422;9;246.37;2217.33;UPI;India;7/24/2024
INV100729;"Noise Cancelling Headphones";P1009;10191;7;262.90;1840.30;UPI;India;2/1/2024
INV100730;"USB-C Hub";P1008;10045;3;137.93;413.79;PayPal;USA;5/7/2023
INV100731;"Bluetooth Speaker";P1004;10331;1;120.01;120.01;UPI;Canada;1/19/2023
INV100732;"Laptop Stand";P1003;10267;8;272.75;2182.00;UPI;France;4/19/2023
INV100733;Unknown;P1001;10475;1;248.02;248.02;PayPal;India;4/13/2023
INV100734;"LED Desk Lamp";P1010;10342;5;5.46;27.30;UPI;USA;6/23/2023
INV100735;"Bluetooth Speaker";P1004;10449;7;16.96;118.72;"Debit Card";USA;10/19/2024
INV100736;"Bluetooth Speaker";P1004;10419;4;118.23;472.92;PayPal;Australia;9/30/2024
INV100737;"Wireless Mouse";P1001;10423;2;32.22;64.44;PayPal;Germany;2/16/2024
INV100738;"USB Keyboard";P1002;10377;4;270.59;1082.36;PayPal;Australia;11/28/2023
INV100739;"USB-C Hub";P1008;10201;3;109.66;328.98;"Credit Card";USA;4/15/2023
INV100740;"Webcam HD";P1005;10397;2;266.97;533.94;UPI;Germany;9/23/2023
INV100741;"LED Desk Lamp";P1010;10038;2;45.97;91.94;UPI;Canada;1/12/2024
INV100742;"External Hard Drive";P1006;10116;3;218.57;655.71;"Debit Card";France;10/28/2024
INV100743;"Gaming Mousepad";P1007;10399;2;161.35;322.70;"Net Banking";UK;1/22/2024
INV100744;"USB-C Hub";P1008;10418;8;246.90;1975.20;"Debit Card";India;9/25/2023
INV100745;"LED Desk Lamp";P1010;10212;1;29.90;29.90;"Debit Card";Canada;12/23/2023
INV100746;"Webcam HD";P1005;10407;1;68.74;68.74;PayPal;India;10/6/2023
INV100747;"Wireless Mouse";P1001;10437;9;24.88;223.92;"Credit Card";USA;10/4/2023
INV100748;"Noise Cancelling Headphones";P1009;10374;2;124.15;248.30;"Debit Card";Australia;3/4/2024
INV100749;"External Hard Drive";P1006;10029;9;95.36;858.24;UPI;France;9/25/2024
INV100750;"Laptop Stand";P1003;10155;2;118.35;236.70;"Credit Card";Canada;7/14/2023
INV100751;"Bluetooth Speaker";P1004;10074;9;132.14;1189.26;PayPal;USA;12/26/2023
INV100752;"Laptop Stand";P1003;10416;9;13.09;117.81;"Debit Card";Australia;1/15/2024
INV100753;"USB-C Hub";P1008;10155;8;115.49;923.92;"Credit Card";USA;3/15/2024
INV100754;"Webcam HD";P1005;10055;5;195.49;977.45;UPI;France;2/25/2024
INV100755;"Gaming Mousepad";P1007;10274;1;107.03;107.03;UPI;Australia;5/28/2023
INV100756;"USB Keyboard";P1002;10494;2;192.89;385.78;UPI;France;3/2/2024
INV100757;"LED Desk Lamp";P1010;10324;1;34.87;34.87;PayPal;UK;7/29/2024
INV100758;"USB Keyboard";P1002;10439;8;112.56;900.48;"Net Banking";Canada;9/19/2024
INV100759;"External Hard Drive";P1006;10112;6;138.93;833.58;"Credit Card";Unknown;1/23/2024
INV100760;"Noise Cancelling Headphones";P1009;10343;2;148.25;296.50;UPI;Canada;1/11/2024
INV100761;"Bluetooth Speaker";P1004;10154;3;289.39;868.17;"Credit Card";France;10/27/2024
INV100762;"Bluetooth Speaker";P1004;10050;6;278.06;1668.36;"Net Banking";Australia;8/22/2023
INV100763;"USB-C Hub";P1008;10398;2;97.40;194.80;"Debit Card";India;5/5/2023
INV100764;"Wireless Mouse";P1001;10121;5;90.33;451.65;"Credit Card";Canada;4/29/2024
INV100765;"LED Desk Lamp";P1010;10086;5;287.00;1435.00;"Net Banking";Canada;2/4/2023
INV100766;"LED Desk Lamp";P1010;10368;6;182.87;1097.22;UPI;Australia;7/20/2023
INV100767;"USB Keyboard";P1002;10067;4;14.13;56.52;"Debit Card";Germany;10/5/2023
INV100768;"Bluetooth Speaker";P1004;10396;5;50.47;252.35;"Debit Card";France;11/1/2023
INV100769;"LED Desk Lamp";P1010;10342;2;54.66;109.32;"Net Banking";UK;1/14/2024
INV100770;"LED Desk Lamp";P1010;10415;3;110.07;330.21;"Credit Card";India;12/20/2023
INV100771;"Bluetooth Speaker";P1004;10429;3;57.27;171.81;"Debit Card";France;12/7/2023
INV100772;"LED Desk Lamp";P1010;10323;5;290.09;1450.45;PayPal;India;12/25/2023
INV100773;"Noise Cancelling Headphones";P1009;10124;3;53.75;161.25;PayPal;Canada;10/7/2023
INV100774;"Wireless Mouse";P1001;10483;3;49.40;148.20;"Net Banking";Canada;5/19/2023
INV100775;"External Hard Drive";P1006;10251;3;235.80;707.40;"Net Banking";France;4/9/2023
INV100776;"Gaming Mousepad";P1007;10249;2;188.90;377.80;PayPal;France;10/25/2024
INV100777;"USB Keyboard";P1002;10283;3;64.39;193.17;"Credit Card";France;6/3/2024
INV100778;"Webcam HD";P1005;10373;5;145.29;726.45;"Credit Card";India;6/13/2023
INV100779;"LED Desk Lamp";P1010;10116;3;44.05;132.15;UPI;USA;4/1/2023
INV100780;"Gaming Mousepad";P1007;10046;2;218.03;436.06;UPI;UK;11/15/2024
INV100781;"Noise Cancelling Headphones";P1009;10486;6;43.54;261.24;"Net Banking";Australia;1/30/2024
INV100782;"Bluetooth Speaker";P1004;10424;5;239.29;1196.45;PayPal;UK;1/20/2023
INV100783;"Noise Cancelling Headphones";P1009;10153;6;48.89;293.34;"Net Banking";France;5/27/2023
INV100784;"Laptop Stand";P1003;10249;4;259.75;1039.00;"Debit Card";Germany;11/25/2024
INV100785;"USB Keyboard";P1002;10445;4;89.31;357.24;PayPal;Canada;2/21/2024
INV100787;"USB-C Hub";P1008;10091;1;260.35;260.35;UPI;USA;3/23/2023
INV100788;"USB Keyboard";P1002;10162;3;182.62;547.86;PayPal;Germany;12/31/2023
INV100789;"Noise Cancelling Headphones";P1009;10368;9;22.54;202.86;"Debit Card";France;12/3/2023
INV100790;"USB-C Hub";P1008;10062;1;268.46;268.46;PayPal;France;5/27/2023
INV100791;"Webcam HD";P1005;10430;6;80.53;483.18;"Debit Card";Australia;1/13/2023
INV100792;"LED Desk Lamp";P1010;10021;7;10.64;74.48;"Debit Card";India;4/24/2024
INV100793;"USB Keyboard";P1002;10393;6;218.20;1309.20;"Net Banking";Germany;7/19/2024
INV100794;"LED Desk Lamp";P1010;10168;5;110.82;554.10;PayPal;India;7/13/2023
INV100795;"Webcam HD";P1005;10056;8;221.25;1770.00;UPI;UK;10/13/2023
INV100796;"Bluetooth Speaker";P1004;10281;3;299.36;898.08;"Credit Card";Canada;9/21/2023
INV100797;"Webcam HD";P1005;10134;1;31.49;31.49;UPI;Canada;6/25/2024
INV100798;"External Hard Drive";P1006;10036;3;222.67;668.01;PayPal;Canada;1/25/2023
INV100799;"Webcam HD";P1005;10231;1;25.36;25.36;"Debit Card";France;5/21/2023
INV100800;"External Hard Drive";P1006;10200;8;231.83;1854.64;"Credit Card";Canada;5/8/2023
INV100801;"USB-C Hub";P1008;10190;1;254.55;254.55;"Debit Card";USA;7/13/2023
INV100802;Unknown;P1006;10259;8;122.73;981.84;UPI;Australia;1/19/2024
INV100803;"Bluetooth Speaker";P1004;10258;6;95.31;571.86;"Credit Card";UK;8/6/2024
INV100804;"Noise Cancelling Headphones";P1009;10122;2;6.80;13.60;UPI;Canada;3/24/2023
INV100805;"Laptop Stand";P1003;10374;6;93.37;560.22;"Debit Card";Germany;10/18/2024
INV100806;"Bluetooth Speaker";P1004;10357;2;239.38;478.76;"Debit Card";USA;10/17/2024
INV100807;"LED Desk Lamp";P1010;10183;2;26.51;53.02;"Net Banking";India;1/13/2023
INV100808;"LED Desk Lamp";P1010;10381;2;4213.93;8427.86;"Net Banking";France;9/23/2024
INV100809;"External Hard Drive";P1006;10052;7;272.30;1906.10;UPI;Canada;8/19/2023
INV100810;"USB-C Hub";P1008;10157;7;71.68;501.76;"Debit Card";Germany;8/21/2023
INV100811;Unknown;P1010;10052;5;14.93;74.65;"Credit Card";Canada;2/7/2024
INV100812;"Noise Cancelling Headphones";P1009;10336;3;196.11;588.33;"Credit Card";Germany;1/31/2023
INV100814;"LED Desk Lamp";P1010;10147;4;189.31;757.24;PayPal;USA;7/17/2024
INV100815;"Webcam HD";P1005;10365;2;76.37;152.74;"Debit Card";UK;2/16/2024
INV100816;"USB-C Hub";P1008;10029;4;94.44;377.76;"Net Banking";Unknown;1/22/2023
INV100817;"Webcam HD";P1005;10263;4;47.15;188.60;"Debit Card";Australia;4/15/2024
INV100818;"USB Keyboard";P1002;10337;2;123.43;246.86;"Net Banking";France;10/17/2023
INV100819;"Bluetooth Speaker";P1004;10360;8;190.72;1525.76;"Credit Card";France;3/16/2023
INV100820;"Laptop Stand";P1003;10348;1;98.69;98.69;PayPal;Australia;8/29/2023
INV100821;Unknown;P1009;10208;2;86.47;172.94;PayPal;Canada;10/21/2023
INV100822;"Wireless Mouse";P1001;10324;7;177.06;1239.42;UPI;France;1/25/2024
INV100823;"USB-C Hub";P1008;10138;9;29.40;264.60;UPI;UK;10/29/2024
INV100824;"External Hard Drive";P1006;10136;9;111.27;1001.43;"Net Banking";India;10/20/2024
INV100825;"USB Keyboard";P1002;10337;2;97.44;194.88;PayPal;Canada;9/3/2024
INV100826;"Noise Cancelling Headphones";P1009;10197;3;132.98;398.94;PayPal;Australia;6/26/2023
INV100827;"USB-C Hub";P1008;10400;8;289.40;2315.20;UPI;Canada;2/25/2024
INV100828;"USB-C Hub";P1008;10438;7;150.68;1054.76;UPI;France;9/23/2024
INV100829;"Gaming Mousepad";P1007;10012;7;80.00;560.00;"Credit Card";India;8/23/2023
INV100830;"Laptop Stand";P1003;10272;5;289.98;1449.90;UPI;Australia;6/6/2024
INV100831;"LED Desk Lamp";P1010;10200;4;212.25;849.00;UPI;France;8/28/2024
INV100832;"LED Desk Lamp";P1010;10292;5;145.24;726.20;"Credit Card";France;10/13/2024
INV100833;"Laptop Stand";P1003;10358;1;111.21;111.21;"Credit Card";Australia;10/31/2023
INV100834;"Bluetooth Speaker";P1004;10145;9;145.41;1308.69;PayPal;Germany;5/10/2024
INV100835;"Wireless Mouse";P1001;10488;3;114.09;342.27;"Credit Card";India;3/30/2024
INV100836;"Webcam HD";P1005;10030;2;167.86;335.72;UPI;Germany;4/10/2023
INV100837;"Bluetooth Speaker";P1004;10165;2;67.54;135.08;PayPal;USA;11/25/2023
INV100838;"Laptop Stand";P1003;10108;6;264.65;1587.90;"Net Banking";UK;4/10/2023
INV100839;"USB-C Hub";P1008;10392;7;184.29;1290.03;"Debit Card";Germany;6/11/2023
INV100840;"Noise Cancelling Headphones";P1009;10002;8;279.59;2236.72;PayPal;Australia;10/1/2023
INV100841;"Gaming Mousepad";P1007;10027;6;195.23;1171.38;"Net Banking";UK;5/29/2023
INV100842;"Noise Cancelling Headphones";P1009;10355;8;143.11;1144.88;UPI;Germany;3/6/2023
INV100844;"External Hard Drive";P1006;10052;1;37.90;37.90;"Net Banking";Germany;10/11/2024
INV100845;"Webcam HD";P1005;10279;5;1967.56;9837.80;"Credit Card";USA;4/12/2023
INV100846;"Noise Cancelling Headphones";P1009;10137;2;10.70;21.40;"Debit Card";Germany;2/2/2024
INV100847;"Laptop Stand";P1003;10101;3;150.40;451.20;UPI;USA;4/21/2023
INV100848;"USB Keyboard";P1002;10028;1;272.29;272.29;UPI;Canada;6/19/2024
INV100849;"Webcam HD";P1005;10345;9;289.23;2603.07;"Credit Card";USA;7/7/2023
INV100850;"Laptop Stand";P1003;10155;6;229.88;1379.28;UPI;Germany;4/29/2023
INV100851;"LED Desk Lamp";P1010;10459;1;158.78;158.78;"Credit Card";Canada;11/28/2024
INV100852;Unknown;P1003;10174;6;10.00;60.00;Unknown;Germany;11/29/2024
INV100853;"Bluetooth Speaker";P1004;10390;9;40.46;364.14;UPI;Germany;5/14/2023
INV100854;"USB-C Hub";P1008;10441;5;105.83;529.15;"Credit Card";UK;2/24/2023
INV100855;"Laptop Stand";P1003;10011;7;107.69;753.83;"Debit Card";Germany;9/29/2024
INV100856;"Bluetooth Speaker";P1004;10227;5;195.71;978.55;"Credit Card";Unknown;10/8/2024
INV100857;"Bluetooth Speaker";P1004;10263;3;11.96;35.88;"Debit Card";India;11/27/2023
INV100858;"USB-C Hub";P1008;10455;1;183.81;183.81;"Net Banking";USA;5/18/2024
INV100859;"Gaming Mousepad";P1007;10194;6;49.94;299.64;"Credit Card";Australia;9/7/2024
INV100860;"Noise Cancelling Headphones";P1009;10411;9;281.53;2533.77;UPI;USA;8/14/2023
INV100861;"Wireless Mouse";P1001;10089;7;203.13;1421.91;"Net Banking";Australia;5/30/2024
INV100862;"External Hard Drive";P1006;10467;8;4140.76;33126.08;"Debit Card";Germany;8/30/2024
INV100863;"Wireless Mouse";P1001;10277;2;195.15;390.30;PayPal;Australia;6/23/2024
INV100864;"Laptop Stand";P1003;10491;9;65.47;589.23;PayPal;India;3/31/2023
INV100865;"External Hard Drive";P1006;10024;7;46.54;325.78;UPI;India;1/26/2023
INV100866;"Laptop Stand";P1003;10455;3;48.35;145.05;UPI;USA;11/23/2024
INV100867;"Noise Cancelling Headphones";P1009;10458;8;272.39;2179.12;"Debit Card";Germany;2/16/2024
INV100868;"Wireless Mouse";P1001;10101;1;106.83;106.83;"Net Banking";India;7/17/2024
INV100869;"USB-C Hub";P1008;10046;8;218.87;1750.96;"Debit Card";Canada;7/22/2024
INV100870;"Noise Cancelling Headphones";P1009;10083;9;208.55;1876.95;PayPal;France;1/5/2023
INV100871;"Noise Cancelling Headphones";P1009;10053;4;72.92;291.68;UPI;France;9/5/2023
INV100873;"Wireless Mouse";P1001;10293;5;288.88;1444.40;"Credit Card";UK;1/25/2024
INV100874;"Noise Cancelling Headphones";P1009;10201;6;229.45;1376.70;PayPal;France;8/12/2024
INV100875;"Laptop Stand";P1003;10007;3;53.90;161.70;"Credit Card";India;4/3/2023
INV100876;"Noise Cancelling Headphones";P1009;10332;1;45.41;45.41;"Credit Card";USA;11/27/2023
INV100877;"Bluetooth Speaker";P1004;10491;2;256.87;513.74;"Net Banking";Australia;10/29/2024
INV100878;"USB-C Hub";P1008;10354;6;37.12;222.72;"Debit Card";UK;8/2/2024
INV100879;"LED Desk Lamp";P1010;10445;8;214.96;1719.68;"Net Banking";Australia;3/31/2023
INV100880;"USB Keyboard";P1002;10088;9;69.64;626.76;Unknown;Australia;12/23/2023
INV100881;"External Hard Drive";P1006;10357;2;180.10;360.20;"Credit Card";Canada;11/7/2023
INV100882;"USB Keyboard";P1002;10259;6;8.84;53.04;"Credit Card";Canada;1/25/2024
INV100883;"USB Keyboard";P1002;10353;3;220.98;662.94;"Debit Card";Canada;5/5/2023
INV100884;"LED Desk Lamp";P1010;10335;1;288.24;288.24;"Credit Card";Germany;9/2/2023
INV100885;"LED Desk Lamp";P1010;10140;2;290.28;580.56;"Debit Card";India;6/3/2024
INV100886;"Laptop Stand";P1003;10093;8;233.06;1864.48;PayPal;Canada;5/9/2024
INV100887;"USB-C Hub";P1008;10186;1;140.18;140.18;UPI;UK;8/15/2024
INV100888;"Gaming Mousepad";P1007;10085;4;171.70;686.80;"Debit Card";Canada;4/3/2023
INV100889;"LED Desk Lamp";P1010;10100;9;251.45;2263.05;UPI;Australia;7/1/2024
INV100890;"External Hard Drive";P1006;10054;5;70.51;352.55;"Credit Card";Australia;11/18/2023
INV100891;"Webcam HD";P1005;10154;8;243.44;1947.52;"Credit Card";UK;9/4/2024
INV100892;"Webcam HD";P1005;10172;9;123.82;1114.38;UPI;France;10/14/2024
